bare,built,crops,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water,NO2_column_number_density
0.133451885,0.038427629,0.188016773,0.034348414,0.134994798,0.132106338,0.061421321,0.223504912,0.041309372,0.000169413
0.111494607,0.037464598,0.076454748,0.03956661,0.055613235,0.097113412,0.059158448,0.460607112,0.048252944,0.000168238
0.077419734,0.029174992,0.041352801,0.037885163,0.028141783,0.063488066,0.040987466,0.632944359,0.046914915,0.00017136
0.09076333,0.039052312,0.039499864,0.031383731,0.035650068,0.061262595,0.044681506,0.609803323,0.047458505,0.00017173
0.071475618,0.036025588,0.035644306,0.026447923,0.038493463,0.06664049,0.041638764,0.641006255,0.042138437,0.00017171
0.059299562,0.029289782,0.034893529,0.02645785,0.043368876,0.07744521,0.038511427,0.654120002,0.036432194,0.000171698
0.056501963,0.030099624,0.037305281,0.025071699,0.045432933,0.084601306,0.035053329,0.648578359,0.037093387,0.000171794
0.058271084,0.036776677,0.038260306,0.022251666,0.043827668,0.091980997,0.032380887,0.637029821,0.03884152,0.000171781
0.061247489,0.050100396,0.040537684,0.02261734,0.042786155,0.093402537,0.035471667,0.613407135,0.039657718,0.000171548
0.065682832,0.060359529,0.035483163,0.025503607,0.044681506,0.095361994,0.037482321,0.594576159,0.039100573,0.000171536
0.072080648,0.090139214,0.031681784,0.029940996,0.044147694,0.094009758,0.041377628,0.548760477,0.042931466,0.000171535
0.084574679,0.181068845,0.032507315,0.036753271,0.045726121,0.086673171,0.043273598,0.417547558,0.053270691,0.000171523
0.074052148,0.363053322,0.037275816,0.037790183,0.047898304,0.068010362,0.038781398,0.249542446,0.064871941,0.000171514
0.055627629,0.434015092,0.034229743,0.034156382,0.041582737,0.067398929,0.03744688,0.213590205,0.075428747,0.00017139
0.061232385,0.360923443,0.041819551,0.035139086,0.048743552,0.087140993,0.045739174,0.23115824,0.081592798,0.000171799
0.061232385,0.360923443,0.041819551,0.035139086,0.048743552,0.087140993,0.045739174,0.23115824,0.081592798,0.000171787
0.081575365,0.278880559,0.03580004,0.036911406,0.05906941,0.112444296,0.047192948,0.274802098,0.071060122,0.000170843
0.093663868,0.218597912,0.043885187,0.041545407,0.071475618,0.130723469,0.043534272,0.294931066,0.056509217,0.000148769
0.094618947,0.107475842,0.042811409,0.046256237,0.066877041,0.144461701,0.041644991,0.406130037,0.045980981,0.000152133
0.09302984,0.070427001,0.038033808,0.060239626,0.051157858,0.132984063,0.043936346,0.45147753,0.055728443,0.000152825
0.095371418,0.058057644,0.038877615,0.068928682,0.035207767,0.119015314,0.038943833,0.47305497,0.069225451,0.000152863
0.118552527,0.047711475,0.039390765,0.078527542,0.055526907,0.147751179,0.051144054,0.401843324,0.054931641,0.000154072
0.134692708,0.050623953,0.039794266,0.04264591,0.073926536,0.139460473,0.041004161,0.419747674,0.055977933,0.000154231
0.146441667,0.071643831,0.044435501,0.026916117,0.08758309,0.137457895,0.044875734,0.382168338,0.055878281,0.000156188
0.191841801,0.093631496,0.049926608,0.02331368,0.100405843,0.152695993,0.044483599,0.28185027,0.058404254,0.000156227
0.215468,0.123450287,0.047558581,0.020675649,0.104297724,0.128450091,0.043506528,0.249479062,0.063309045,0.000156198
0.190792257,0.166654616,0.040255011,0.025130397,0.098543384,0.093140161,0.043048596,0.242732476,0.094182653,0.000157199
0.185003852,0.201046589,0.044698769,0.03208399,0.105232775,0.112427215,0.04865015,0.152060304,0.112147786,0.000157238
0.211157998,0.143050984,0.046944977,0.036614839,0.117160112,0.18392355,0.05239186,0.116853908,0.083981053,0.000161189
0.280696567,0.064499839,0.04398406,0.030697821,0.123542581,0.237249804,0.042527936,0.114132524,0.053840087,0.000161172
0.356807712,0.033516426,0.05669797,0.026877987,0.128204998,0.256151488,0.036768891,0.060358133,0.042759563,0.000161933
0.267575714,0.034721359,0.067452837,0.047651234,0.122896527,0.267618668,0.04902864,0.083916083,0.050157679,0.000162012
0.151207962,0.03615609,0.065288761,0.085126787,0.094790861,0.254861452,0.054289421,0.163080548,0.079801941,0.000161861
0.0916041,0.034162362,0.045223831,0.111305286,0.072574353,0.219457336,0.049842417,0.268218208,0.099330048,0.000162012
0.075936469,0.035671035,0.038909492,0.097344781,0.068938372,0.201925163,0.04729395,0.341911662,0.087277816,0.00016184
0.066068603,0.03443396,0.033985766,0.065117926,0.056019117,0.160645515,0.040717992,0.469620342,0.06935705,0.000167081
0.067590568,0.035153699,0.030955903,0.041372926,0.042440022,0.127565345,0.035570495,0.566359281,0.052127504,0.000167113
0.069720143,0.034612715,0.029658899,0.038036103,0.040721589,0.126697387,0.034878045,0.576577413,0.048579229,0.000166979
0.080145691,0.033064508,0.029360858,0.039033361,0.043487439,0.13882107,0.037551742,0.542344908,0.05547796,0.000167129
0.08221733,0.030841541,0.033651688,0.042186932,0.052221493,0.166667977,0.044221464,0.464090492,0.081821133,0.000165763
0.078950325,0.03499328,0.039904067,0.041989643,0.059024534,0.190683787,0.049024309,0.40106072,0.101974752,0.000167465
0.074972648,0.033562195,0.038780674,0.046010037,0.059925579,0.202763809,0.047771413,0.396716356,0.097677467,0.000168031
0.063830753,0.033330584,0.03951705,0.050851122,0.06046647,0.193149569,0.046888745,0.418209113,0.091160948,0.000166856
0.05524297,0.037944904,0.037901488,0.047591379,0.0538507,0.144329854,0.040664779,0.491487228,0.0884454,0.000169978
0.064649416,0.043943883,0.035252597,0.040432496,0.045733642,0.118757521,0.034678171,0.549247116,0.066265208,0.000170347
0.077147915,0.056392406,0.037570088,0.036348058,0.043284527,0.122022255,0.035889606,0.540143404,0.049865238,0.000171196
0.070966436,0.073452137,0.036439256,0.034859042,0.036990742,0.109788094,0.038968371,0.548593151,0.047638374,0.000171177
0.061021804,0.095430341,0.036534479,0.030502841,0.033519477,0.100498664,0.037706718,0.552153826,0.050106723,0.000171165
0.064893148,0.109516878,0.035596896,0.029295436,0.03636291,0.1125845,0.039297273,0.520225456,0.047198001,0.000171261
0.070771621,0.159058671,0.035231597,0.032547358,0.03888066,0.106900752,0.041338381,0.453427801,0.055118087,0.000171791
0.058192755,0.29379831,0.032109818,0.039507076,0.040167207,0.09029737,0.04508238,0.342383744,0.052985648,0.000171778
0.051611846,0.372787377,0.031921255,0.041365247,0.042832225,0.093191467,0.044428725,0.27220415,0.04761719,0.000171545
0.050967797,0.470327989,0.030259345,0.040951772,0.044373985,0.086453909,0.044627106,0.189219047,0.038910845,0.000166141
0.043660781,0.589743187,0.02803843,0.038722663,0.035180157,0.062935645,0.03942376,0.118461231,0.041709897,0.000165905
0.040230742,0.633965833,0.028728878,0.033342776,0.030915896,0.060773161,0.03189592,0.096727207,0.042286678,0.000165898
0.052950139,0.593597193,0.028452888,0.030780614,0.036090398,0.08110629,0.030220912,0.108221694,0.037399242,0.000165881
0.061094399,0.510043975,0.029016696,0.034774021,0.041773833,0.097780182,0.03197261,0.147842153,0.04190777,0.00016461
0.055263648,0.477745305,0.030519884,0.034317226,0.042406802,0.087664383,0.035345616,0.187625593,0.04718773,0.000159183
0.046997318,0.454239411,0.029886652,0.035178539,0.038583669,0.078276082,0.037849534,0.227256135,0.050490526,0.000158525
0.044638165,0.520591784,0.025525131,0.034010113,0.028838191,0.066544247,0.040117889,0.180736768,0.055364044,0.000157075
0.045818961,0.493220214,0.028239793,0.03615539,0.031763573,0.073151906,0.039433696,0.187007849,0.063526587,0.000156971
0.046110643,0.480121963,0.03106314,0.039424681,0.036856797,0.078421805,0.036937946,0.187410787,0.062373167,0.00015782
0.045644913,0.460238497,0.034262427,0.042120507,0.041516239,0.083161034,0.036955253,0.201782172,0.053281365,0.000155948
0.047061878,0.437360789,0.032516421,0.038771338,0.041715496,0.090042131,0.043831329,0.221079056,0.044423678,0.000156935
0.049276556,0.331612098,0.034313179,0.03515421,0.041317217,0.103344467,0.04118273,0.311995009,0.048926925,0.000156807
0.055292106,0.320197511,0.038534683,0.029782819,0.040537841,0.091804686,0.037078708,0.336089903,0.047776973,0.000157607
0.076882643,0.185376704,0.038584436,0.034824336,0.048092869,0.123699578,0.038148801,0.403115921,0.047123726,0.000157688
0.082428935,0.146444511,0.040093481,0.041652193,0.056853825,0.139783097,0.042166284,0.402218604,0.046743106,0.000157565
0.064583091,0.16302439,0.035026419,0.038114722,0.049982363,0.101272972,0.04532233,0.45283311,0.047448583,0.000158926
0.068744717,0.233984682,0.038557058,0.034076599,0.051583357,0.086438399,0.044641425,0.385071496,0.053873448,0.000158491
0.104398202,0.188873312,0.038209811,0.03428014,0.061011249,0.111816887,0.038308233,0.361327828,0.058085874,0.000158821
0.189466391,0.096388935,0.044356265,0.034166167,0.077707773,0.172318847,0.030799415,0.303228351,0.046466,0.000158804
0.18909114,0.060087795,0.052010963,0.034323023,0.089072453,0.164326297,0.028491998,0.328547834,0.051542574,0.000159565
0.10878423,0.055931421,0.042610006,0.032012595,0.073316205,0.130357171,0.029905068,0.473003425,0.050223331,0.000160758
0.069892496,0.079576646,0.036146491,0.035346521,0.067602301,0.135450889,0.035256338,0.497053532,0.041862867,0.000160607
0.061432777,0.116636744,0.036938085,0.03872205,0.060794204,0.145446452,0.041425566,0.450515213,0.046591707,0.000160758
0.056131707,0.192909698,0.037461783,0.042537656,0.057958976,0.136216797,0.045179756,0.384495879,0.045155758,0.000160586
0.071251626,0.247737767,0.036106727,0.042193067,0.061853277,0.142147518,0.040735352,0.302454748,0.05367982,0.000165826
0.079125397,0.315561919,0.034781099,0.039748932,0.058629181,0.105405534,0.040525387,0.275259794,0.049516675,0.000165859
0.076441493,0.276336114,0.028031806,0.036304217,0.049523836,0.096170714,0.042136928,0.342872209,0.048265641,0.000167038
0.071951257,0.221960346,0.032178979,0.034640337,0.048051414,0.106468482,0.04602927,0.39118965,0.046460875,0.000166903
0.062151963,0.167367289,0.042225635,0.033268573,0.046598774,0.102944796,0.044833777,0.445624549,0.052545985,0.000167054
0.060141219,0.111532895,0.041080116,0.0298739,0.050394565,0.103445461,0.04403239,0.516068485,0.04190413,0.000165687
0.054826465,0.108090611,0.036035099,0.031212334,0.051866221,0.103732143,0.04082582,0.528872468,0.042077263,0.000170523
0.053098391,0.131676053,0.034283402,0.034289734,0.05175447,0.1091694,0.039005497,0.498792715,0.043839201,0.0001704
0.053153117,0.198378062,0.039514913,0.033881768,0.043196539,0.100619733,0.037660643,0.440311712,0.045558066,0.000170808
0.046766713,0.431450041,0.028961959,0.036289658,0.032177523,0.073362278,0.042249199,0.23813823,0.055961833,0.000170796
0.038999904,0.663269044,0.025770171,0.033979164,0.029995088,0.034853959,0.058973758,0.076832441,0.033630331,0.000169852
0.031279049,0.705971746,0.02540245,0.037088527,0.027745162,0.029797577,0.048470534,0.051656241,0.041526525,0.000148652
0.03275703,0.726511704,0.024156813,0.033084872,0.026111344,0.028724082,0.039120555,0.048817352,0.03919134,0.000152016
0.03231772,0.729723271,0.021820022,0.03133054,0.023132541,0.032027277,0.034621934,0.050953906,0.042480085,0.000152708
0.035739849,0.698737542,0.024296156,0.032451847,0.022569196,0.041101738,0.034638951,0.058348637,0.050533068,0.000152747
0.03792849,0.695422222,0.027587473,0.032694064,0.023160652,0.047846401,0.030188737,0.048034919,0.056538123,0.000153955
0.041145324,0.682018039,0.029238225,0.035245763,0.02404575,0.048587451,0.031784852,0.045922686,0.061210627,0.000167083
0.044318147,0.645531762,0.034698212,0.039899232,0.026633862,0.051494334,0.03424557,0.049743059,0.07285981,0.000167843
0.039206509,0.635995153,0.035673792,0.039306253,0.024484252,0.052085192,0.031273141,0.054525349,0.086442428,0.000167826
0.045432581,0.649706483,0.031930516,0.03995299,0.026967236,0.064831591,0.032174786,0.048629578,0.05896107,0.000167182
0.045708649,0.706163242,0.027464559,0.036701808,0.030424186,0.047561596,0.029110822,0.034329838,0.040910503,0.000166125
0.046773362,0.721077809,0.027455472,0.039827788,0.028902414,0.037588754,0.022273858,0.028323615,0.046778725,0.000164565
0.057759472,0.703959353,0.031979428,0.039523874,0.026334182,0.042666274,0.025238829,0.029817324,0.041919766,0.000164557
0.060283088,0.692737733,0.034949466,0.037023646,0.025466049,0.040430209,0.02289193,0.031992435,0.053511765,0.000164541
0.0778449,0.651968965,0.033009128,0.038011727,0.027267094,0.044906943,0.023121767,0.038485546,0.064148849,0.000163269
0.099271203,0.628838627,0.029453643,0.038863603,0.02749528,0.044617975,0.02689779,0.034849726,0.068314614,0.000157842
0.14956158,0.531770533,0.03280527,0.041131335,0.029892158,0.052460309,0.035490121,0.030768752,0.091670554,0.000157185
0.216416774,0.371038148,0.035435285,0.041970934,0.033037808,0.070613511,0.046281575,0.035128911,0.141764962,0.000157047
0.130792159,0.315383599,0.031602683,0.040997195,0.039306259,0.070231518,0.048804495,0.043149893,0.272361185,0.000156943
0.081442726,0.382144599,0.034987971,0.039280844,0.04234643,0.064840147,0.037615166,0.044993872,0.268777628,0.000157791
0.078295002,0.445041315,0.049304542,0.044221369,0.057347505,0.079249579,0.040000052,0.053984419,0.141523727,0.000155919
0.089960447,0.401516007,0.059108358,0.052029912,0.07160512,0.109991389,0.046156528,0.076663659,0.076925662,0.000155791
0.111679414,0.192313801,0.062301932,0.069569662,0.09693329,0.213010656,0.04410117,0.157666235,0.047257858,0.000156592
0.093890438,0.154346885,0.053202467,0.072564971,0.098204785,0.194562335,0.049664255,0.236054376,0.0430733,0.000156672
0.103520771,0.118452545,0.053008367,0.070379284,0.084553427,0.181830801,0.049354897,0.281385356,0.052451112,0.000156549
0.144293877,0.118565321,0.040963324,0.062841281,0.079357513,0.189056658,0.064656131,0.253651451,0.041953844,0.00015658
0.141532497,0.145870042,0.047184069,0.089245304,0.085393783,0.171498992,0.050295267,0.190007814,0.075278993,0.000156145
0.12230874,0.211255869,0.048346149,0.102462965,0.072672075,0.150746994,0.040047674,0.147494339,0.098585346,0.000156475
0.099674115,0.234966651,0.054541148,0.120864236,0.056846196,0.126778768,0.03607299,0.147708822,0.114477429,0.000156458
0.091957184,0.212278284,0.057142378,0.109991651,0.05119552,0.117370801,0.034979433,0.204078074,0.110675257,0.000157219
0.083170843,0.167895247,0.054359361,0.088923821,0.050655256,0.126639538,0.036191062,0.259018709,0.124536989,0.000158412
0.084168641,0.266011245,0.048672234,0.074709379,0.046384477,0.125043539,0.043424232,0.199229211,0.10554651,0.000158261
0.080051794,0.429988951,0.034236499,0.057601857,0.042890555,0.114708764,0.049282835,0.126133515,0.06139928,0.00015926
0.071026024,0.463390124,0.030950459,0.05644864,0.046690014,0.122863979,0.04416694,0.114089778,0.047355626,0.000159088
0.057192445,0.515135337,0.0303594,0.053552562,0.040022169,0.105168781,0.032421379,0.10624359,0.056889441,0.000164328
0.050150026,0.548395139,0.032616358,0.04195239,0.034325154,0.081323097,0.034462154,0.118121888,0.053414629,0.000164361
0.054961445,0.488781561,0.032985204,0.048225966,0.037149827,0.089663852,0.037857679,0.146192789,0.060042558,0.00016554
0.058080937,0.48113428,0.029849744,0.053805996,0.038385033,0.095391842,0.038928785,0.141982912,0.059826016,0.000166891
0.053337128,0.453967075,0.028490335,0.054217217,0.042637711,0.086880028,0.043310304,0.187769424,0.047828545,0.000166757
0.056060398,0.39190746,0.030618799,0.058610178,0.047484199,0.090676126,0.040834528,0.232567574,0.049825882,0.000166907
0.064094384,0.334881332,0.033572843,0.060249904,0.053201122,0.104517775,0.041749417,0.2606999,0.045771547,0.000165541
0.072793048,0.27562645,0.033313063,0.059452006,0.051791562,0.110817198,0.04022037,0.301516114,0.053462106,0.000165616
0.08334729,0.274802256,0.026240822,0.05538677,0.043514972,0.113164694,0.042171779,0.30876272,0.050351732,0.000168888
0.074214046,0.377060355,0.024685511,0.04910133,0.038393819,0.096449203,0.042960326,0.242366904,0.052049223,0.000169296
0.065793638,0.404198594,0.026127715,0.048567884,0.039091361,0.096584431,0.043061959,0.220182599,0.054350599,0.000169284
0.056308639,0.420570169,0.030637841,0.048842838,0.043269814,0.101585048,0.042893869,0.203384542,0.049165814,0.00016834
0.067841808,0.471494734,0.034630511,0.048707869,0.041552275,0.104962323,0.045245839,0.141447765,0.040454236,0.000137549
0.071546622,0.448872578,0.031783078,0.05167125,0.042112331,0.119527193,0.045712861,0.137774134,0.044504615,0.000140913
0.086788965,0.322407894,0.036745316,0.047427198,0.041726104,0.147764749,0.057936488,0.213738503,0.037385896,0.000141605
0.067998689,0.207508693,0.028187307,0.04526078,0.033206868,0.137880401,0.049618438,0.385069025,0.042193737,0.000141644
0.064340555,0.189725083,0.028325075,0.043254502,0.037110907,0.122538006,0.045860509,0.427081041,0.040655378,0.000141655
0.069245869,0.22607448,0.030824943,0.04251622,0.040771054,0.108927876,0.050403386,0.391319178,0.038193016,0.000141772
0.076026807,0.31728505,0.029251147,0.04589084,0.045901448,0.112724936,0.049221706,0.278683099,0.040405816,0.000141931
0.077153546,0.35484462,0.026163417,0.053198624,0.045361657,0.13171503,0.045411911,0.219661998,0.044232179,0.000143888
0.082036138,0.38719569,0.026226163,0.058173412,0.039863289,0.121388569,0.047805739,0.184869007,0.048799983,0.000143927
0.067328679,0.48694757,0.029163367,0.051932886,0.03608123,0.093246551,0.039804601,0.139087746,0.051259502,0.000143934
0.046848125,0.639744182,0.028679527,0.040710673,0.030387329,0.05848667,0.030796583,0.076819593,0.046015135,0.000143905
0.045598909,0.659809167,0.028060558,0.039709649,0.027030304,0.052922711,0.028498043,0.069095669,0.048678944,0.000144906
0.036319635,0.698503355,0.027906921,0.037544747,0.02506929,0.043162123,0.028184325,0.052655463,0.049681664,0.000144945
0.037808268,0.673285281,0.034739368,0.041756689,0.031112286,0.039610601,0.036078693,0.048804448,0.055242351,0.000144952
0.040812952,0.65829946,0.042564141,0.035988261,0.039058477,0.040488577,0.043128433,0.056075196,0.041053743,0.000144234
0.037586005,0.423229143,0.104032189,0.042641327,0.073088814,0.080764423,0.038716844,0.156670448,0.03300573,0.000144639
0.038340409,0.25725338,0.107440103,0.047229418,0.093177015,0.101363015,0.03888898,0.276430431,0.033582463,0.000144646
0.074089254,0.169799492,0.072515065,0.048126329,0.078980935,0.153100836,0.040737632,0.305726341,0.05118457,0.000144643
0.100337919,0.169096343,0.049070789,0.047017641,0.060268131,0.16045591,0.039358259,0.314671495,0.053071206,0.00014421
0.077063266,0.162722848,0.038524749,0.045811053,0.045743329,0.124892701,0.038566688,0.406309154,0.057080952,0.000149072
0.082362063,0.197164542,0.04220299,0.048216827,0.052006164,0.133423899,0.041345002,0.33291502,0.067651599,0.000149079
0.089288658,0.216065466,0.046367888,0.049545961,0.055938099,0.135773435,0.049449568,0.286754338,0.065122066,0.00014886
0.087075608,0.311476054,0.037120558,0.052142002,0.050626442,0.121959095,0.054192464,0.209148162,0.07134496,0.000148899
0.072470484,0.412245175,0.03844638,0.059848477,0.040526699,0.102892369,0.049074934,0.132206497,0.088898614,0.000148926
0.063870104,0.45968378,0.053631187,0.052157436,0.035546817,0.079244581,0.054871329,0.090909261,0.105084533,0.000148933
0.068179735,0.425321219,0.069096883,0.044312179,0.033104445,0.060086263,0.106037326,0.063194601,0.119510646,0.000148972
0.073456007,0.347817431,0.070599754,0.042427233,0.035449667,0.062948241,0.180770057,0.061044035,0.115945049,0.000148979
0.073539669,0.453249361,0.04606008,0.040651029,0.029532832,0.086855348,0.096608247,0.067778878,0.094938477,0.000148359
0.075356066,0.411494786,0.046501551,0.04245385,0.037090869,0.115318631,0.063776601,0.102748268,0.095006528,0.000148366
0.091582718,0.384923254,0.047516669,0.048423331,0.039842376,0.128655767,0.052889327,0.116502172,0.084955644,0.00014927
0.071942709,0.537845168,0.044480201,0.046100178,0.037233842,0.07479729,0.042371826,0.063667283,0.074375295,0.000154839
0.065480005,0.573580788,0.040858568,0.050087657,0.044031661,0.052194262,0.053752604,0.05385726,0.059905729,0.000154581
0.071776292,0.628100793,0.045185865,0.035211595,0.040221027,0.029908275,0.066825602,0.039638849,0.040010533,0.000154588
0.046108989,0.698262936,0.033356779,0.03685623,0.03157465,0.030887166,0.042020886,0.032253267,0.046607995,0.000154855
0.040174914,0.725769609,0.02967261,0.034913581,0.027708311,0.032346232,0.031132733,0.032248093,0.045447066,0.000154838
0.039764077,0.728698805,0.028195146,0.033825115,0.027273805,0.033043294,0.032756476,0.032709703,0.04305417,0.000155599
0.04198906,0.721046521,0.027518357,0.034898371,0.027157111,0.035467284,0.032552914,0.032297731,0.046117626,0.000155582
