bare,built,crops,flooded_vegetation,grass,shrub_and_scrub,snow_and_ice,trees,water,NO2_column_number_density
0.051602025,0.610365307,0.032882467,0.050787386,0.029295704,0.068789487,0.027559225,0.068504582,0.058351268,0.000156198
0.056379941,0.6173998,0.038125493,0.051004883,0.032662702,0.05822279,0.037814547,0.060154296,0.045948812,0.000156228
0.051804969,0.627526046,0.038787373,0.044950918,0.029278037,0.057509876,0.042501556,0.065744168,0.039528649,0.000156126
0.049852376,0.521659523,0.046195676,0.062119306,0.035889941,0.093880159,0.04007064,0.091783542,0.054892199,0.000156456
0.06212267,0.372299558,0.082788526,0.07446228,0.047766435,0.121719627,0.05296392,0.123210901,0.057905359,0.000156439
0.061793318,0.209720175,0.147925865,0.102870286,0.050621941,0.116238386,0.050533587,0.127881807,0.122240075,0.000156492
0.073778468,0.099764359,0.197056295,0.105731006,0.051663441,0.101496484,0.050874565,0.077629903,0.222910656,0.000156493
0.06738829,0.050778058,0.141117178,0.111157559,0.042832522,0.079191343,0.042297432,0.052862208,0.396280994,0.000157687
0.059940188,0.036818564,0.107547353,0.105937217,0.034740723,0.06094778,0.043227957,0.04402132,0.498053507,0.000157606
0.059445396,0.041957622,0.104741548,0.101915359,0.035303883,0.054524536,0.043022944,0.043179724,0.509435136,0.000158606
0.07090994,0.070391551,0.128179659,0.097252863,0.038311113,0.066228116,0.046950827,0.044558855,0.419074323,0.000163846
0.074530247,0.142854412,0.121315853,0.075638226,0.04176664,0.062894196,0.061926824,0.04175639,0.355322019,0.000164641
0.084223482,0.22613279,0.122278039,0.055191538,0.040319246,0.056543762,0.06853902,0.035368686,0.297564306,0.000164642
0.08969478,0.306175351,0.123120682,0.046171237,0.042544208,0.062477272,0.063613647,0.035643576,0.222384724,0.000165821
0.084117307,0.518027863,0.096193334,0.033060307,0.037400726,0.070166463,0.050752629,0.038500068,0.065949135,0.000167173
0.104571043,0.509423109,0.068716411,0.03415765,0.038216152,0.089099307,0.051612266,0.044053445,0.054916146,0.000167154
0.137804024,0.391436636,0.061709501,0.056332136,0.04257306,0.128440473,0.056590851,0.05361678,0.064490872,0.000167304
0.146695397,0.311116009,0.060953805,0.088124529,0.043541086,0.141272994,0.065183603,0.057258286,0.079098541,0.000167264
0.143784319,0.272860329,0.065892381,0.09400658,0.053668007,0.160664091,0.061485344,0.057846927,0.083042816,0.000167265
0.146615924,0.161370685,0.085911942,0.085252198,0.054722202,0.134215959,0.071259281,0.05370705,0.185255549,0.000167341
0.134832834,0.15774577,0.093720301,0.076968603,0.058008591,0.130865649,0.067136011,0.06140118,0.197253993,0.000167487
0.14174081,0.135039673,0.111941474,0.062800821,0.061128659,0.119320263,0.072394184,0.088214267,0.188724153,0.000169111
0.134436139,0.164929197,0.102564284,0.055686625,0.059623927,0.117116927,0.074170987,0.140671748,0.138940979,0.000169676
0.100408292,0.295830398,0.07574218,0.053731216,0.05118817,0.099469825,0.054046612,0.140835616,0.117578623,0.000168947
0.110948071,0.420572874,0.067768087,0.044264554,0.050463915,0.094124936,0.045413421,0.093874458,0.067740167,0.000168948
0.115422124,0.451805044,0.063988311,0.038740005,0.051219407,0.089964863,0.042545988,0.087054439,0.05466812,0.00017207
0.080090249,0.535325924,0.069086641,0.036528405,0.048127568,0.076346648,0.036765627,0.064845748,0.049629954,0.000172446
0.068753658,0.603046172,0.063003316,0.036244328,0.043092037,0.060100318,0.037600715,0.047521503,0.039603044,0.000173295
0.060762364,0.60893351,0.056672367,0.034977315,0.036234415,0.066233952,0.035632416,0.05538462,0.043681192,0.000173276
0.054346208,0.602314905,0.044855455,0.037189812,0.036493057,0.086161275,0.032427221,0.061211112,0.043872793,0.000173137
0.056089507,0.627704879,0.039234719,0.036475735,0.033561391,0.083412189,0.031013731,0.049954601,0.041494347,0.000172909
0.066386162,0.61318928,0.038857587,0.040660065,0.030582994,0.08749172,0.03056038,0.048341673,0.042718755,0.000173439
0.089190496,0.538350769,0.041579811,0.050360753,0.032071365,0.102799321,0.034119797,0.06227229,0.047253045,0.000173426
0.077723593,0.579115931,0.04153333,0.042018316,0.028915192,0.0832657,0.033925143,0.068078839,0.043517363,0.000173427
0.062044187,0.581969671,0.037394308,0.042638736,0.028048091,0.077079901,0.031355117,0.085687928,0.051935233,0.000173269
0.059036531,0.60272799,0.044389669,0.039482831,0.028659799,0.06974132,0.03370668,0.074849174,0.046148706,0.000173039
0.066459956,0.608720602,0.050682779,0.036057184,0.029749417,0.063396323,0.037929768,0.065462311,0.040012325,0.000173043
0.063456569,0.563199853,0.055868985,0.033257611,0.029971436,0.067366779,0.041064963,0.097965857,0.044730015,0.00017303
0.052047624,0.549562083,0.042451662,0.032572146,0.025902558,0.06357891,0.037649438,0.139549864,0.05457949,0.000172743
0.047475132,0.607053317,0.035275729,0.038073967,0.025142354,0.061471294,0.031999242,0.098418755,0.053357915,0.000172744
0.060540917,0.569449379,0.036353227,0.049667668,0.033157586,0.078064425,0.041912928,0.087114646,0.041493104,0.000171745
0.060263015,0.51996282,0.037726265,0.056563085,0.037859093,0.097014738,0.044115662,0.09572406,0.04750408,0.000170109
0.064370972,0.470605355,0.037300669,0.062001395,0.03982315,0.10804226,0.04317163,0.112864833,0.056080719,0.000170778
0.10074836,0.249707761,0.037379037,0.089161654,0.046270682,0.166792518,0.055802402,0.193103164,0.051896462,0.000170766
0.093259732,0.253190243,0.03437188,0.082758724,0.042116465,0.156593259,0.056047767,0.233185823,0.042064565,0.000169696
0.076195035,0.367939155,0.02940048,0.066137843,0.035769224,0.105495792,0.042723335,0.220015608,0.049680651,0.000137448
0.060940607,0.525207229,0.032815135,0.052316632,0.035419074,0.07558521,0.032880142,0.129880992,0.05196579,0.000140239
0.0528376,0.616747827,0.031024881,0.041553266,0.032326521,0.058194135,0.03419987,0.089585571,0.042211038,0.000140931
0.053242414,0.600418123,0.032604179,0.044004806,0.030277941,0.066244195,0.036147405,0.091950841,0.043890002,0.000140942
0.057401969,0.587178495,0.032128491,0.047772503,0.030281135,0.075907564,0.038459593,0.086069289,0.043427615,0.000141059
0.054636412,0.612461466,0.034625371,0.04397277,0.032153914,0.066746478,0.038087136,0.075190052,0.041218919,0.000143016
0.064268623,0.517219874,0.035945514,0.052821681,0.038208658,0.08241742,0.039157748,0.109555246,0.057691363,0.000143023
0.07232675,0.51654851,0.038357031,0.049669014,0.040996628,0.081434157,0.046302077,0.104550282,0.046020705,0.000142775
0.05261528,0.596871076,0.034300363,0.041567427,0.03441736,0.062531684,0.043014636,0.092545383,0.040109002,0.000143776
0.058230652,0.58119437,0.03178527,0.046082396,0.034016937,0.073648298,0.036594334,0.088221585,0.046630791,0.000143783
0.062334784,0.563272529,0.026609626,0.053654612,0.039105497,0.079754714,0.035289038,0.081169915,0.057297893,0.000143281
0.068105312,0.619017411,0.027373578,0.048527669,0.036926349,0.060340769,0.038669264,0.052995564,0.046205019,0.000143269
0.054521187,0.658249358,0.030870489,0.049564091,0.030754968,0.051852849,0.032877943,0.043308708,0.047059174,0.000146059
0.049281584,0.629311978,0.028320984,0.065946345,0.02993817,0.06333322,0.032458796,0.051673156,0.047665479,0.000146066
0.056530108,0.516405128,0.037544411,0.084394081,0.037509878,0.082615294,0.03920497,0.077714023,0.06350364,0.000145454
0.073154003,0.336434057,0.050274946,0.108567405,0.047559177,0.138315751,0.056236653,0.112351676,0.067638722,0.000147881
0.098139359,0.178030884,0.068298351,0.134151027,0.057200288,0.19266628,0.070515968,0.107149512,0.08447017,0.000147888
0.068884418,0.086684421,0.062695756,0.121894453,0.050938939,0.136335203,0.05835442,0.101658652,0.279190728,0.00014786
0.060658074,0.064332784,0.053518081,0.094858389,0.046174251,0.125761378,0.047089424,0.172001669,0.306641425,0.000147867
0.087708025,0.09584345,0.064553781,0.072568411,0.057164396,0.192063114,0.042626768,0.252492443,0.123041975,0.000147874
0.106123933,0.111578854,0.055606321,0.048434177,0.07037308,0.193459166,0.040036582,0.31302936,0.058781718,0.000147881
0.087705003,0.102790145,0.050809629,0.033121772,0.065714129,0.156067203,0.039374807,0.419041973,0.042594571,0.00014791
0.077205003,0.099482512,0.04868164,0.030665527,0.064283308,0.143060668,0.038480894,0.457571707,0.038146999,0.000148652
0.07778903,0.098019793,0.050745786,0.028221134,0.068582296,0.138213662,0.037856792,0.460299268,0.037887717,0.000148659
0.103679843,0.082066291,0.058102831,0.024860684,0.082044025,0.153867757,0.045987162,0.411371145,0.035274547,0.00014979
0.088087248,0.060882717,0.055311867,0.025886179,0.066565236,0.13674506,0.041329291,0.484307509,0.03878368,0.000155137
0.078812526,0.059952836,0.052332605,0.025664014,0.046562025,0.118176068,0.044171239,0.539225825,0.033804915,0.00015516
0.079978184,0.063300051,0.047343113,0.030403183,0.039615488,0.116748019,0.043668991,0.540744681,0.03720649,0.000155167
0.082288228,0.067048662,0.046310015,0.03509268,0.045122931,0.123340024,0.043880119,0.514678868,0.041616727,0.000155178
0.084619188,0.085464571,0.051222238,0.034804559,0.050354813,0.119740118,0.044441533,0.483510495,0.043095889,0.000155161
0.094196985,0.1163704,0.072301453,0.039953296,0.070189969,0.126971356,0.052803421,0.371150098,0.051054555,0.000156144
0.090818503,0.032183493,0.047246,0.105028767,0.03412255,0.097665787,0.03956054,0.45394153,0.095088892,0.000154698
0.106020114,0.029133306,0.050073076,0.085482355,0.041775877,0.129271059,0.035782719,0.426329132,0.094056549,0.000154705
0.106030051,0.031795957,0.053835669,0.04919602,0.045693498,0.130778644,0.033182056,0.46160181,0.085482355,0.000153648
0.113891831,0.045810996,0.059336726,0.032926831,0.057602637,0.165560179,0.033897431,0.424517784,0.062149541,0.000152088
0.124488289,0.074276543,0.066302164,0.03299886,0.075160779,0.187408561,0.036887957,0.338884723,0.057003603,0.000151526
0.139357575,0.125437631,0.061754555,0.04893914,0.091435734,0.207832812,0.038565346,0.216065526,0.064220667,0.000157367
0.119289203,0.257099257,0.05713483,0.051102653,0.100064641,0.183779985,0.046157837,0.121109013,0.053503383,0.00015671
0.083539487,0.379903995,0.057215098,0.041632537,0.120801219,0.131906756,0.055562869,0.083981097,0.039633412,0.000156572
0.072334864,0.42023376,0.046473086,0.041464582,0.134860279,0.114613904,0.051033689,0.078254121,0.037216919,0.000156992
0.069659718,0.476967106,0.040047622,0.043981135,0.108720009,0.091786735,0.043083357,0.063880835,0.057624612,0.000156922
0.074218334,0.614985646,0.033466174,0.031259509,0.056002541,0.046184067,0.045153656,0.044231091,0.048393823,0.000156923
0.057954744,0.703109477,0.03166549,0.025562123,0.032320508,0.030604709,0.045628287,0.032888079,0.037938642,0.000157003
0.044972264,0.708596289,0.034015525,0.033964888,0.029551507,0.034241036,0.039348379,0.036566291,0.038182744,0.00015681
0.0521915,0.689637795,0.036887957,0.035794266,0.029772256,0.035742321,0.045192573,0.036211182,0.037505958,0.00015684
0.044901103,0.701549385,0.040182092,0.033021039,0.029404798,0.044565467,0.039615188,0.029493828,0.036251844,0.000156739
0.040753023,0.656565793,0.042830354,0.038619302,0.03372908,0.050944105,0.032210873,0.04427603,0.058013533,0.000157068
0.051545128,0.501404711,0.069861227,0.046210304,0.066963881,0.076513827,0.037122781,0.068105899,0.070881262,0.000157121
0.060727471,0.464571538,0.050442517,0.035904051,0.103579942,0.107056054,0.038937811,0.09177749,0.038320022,0.000157122
0.084672333,0.223591486,0.057778556,0.044243928,0.149515989,0.150307655,0.04403235,0.181640676,0.052170586,0.000158316
0.101537371,0.092064316,0.06673506,0.044597685,0.20529461,0.156052485,0.050689565,0.233644546,0.037908927,0.000158235
0.065792375,0.058839705,0.061111618,0.038129093,0.111851544,0.113428846,0.039257627,0.456659675,0.046072642,0.000159235
0.048139049,0.05974629,0.043591598,0.031432407,0.059708999,0.097780267,0.031790516,0.584943949,0.041788353,0.000164475
0.054603116,0.073720337,0.039840248,0.029483347,0.055923128,0.097990321,0.03680009,0.57961122,0.031383731,0.000165287
0.065440597,0.081741058,0.044655707,0.026841454,0.057405048,0.093832059,0.041253567,0.557407513,0.030845427,0.000165288
0.062989235,0.078690112,0.037411455,0.026991658,0.042786155,0.090708175,0.036823511,0.582286176,0.040316787,0.000166467
0.076176539,0.0813489,0.039627337,0.03023744,0.047027353,0.109900505,0.035345331,0.53411974,0.044797696,0.000167819
0.076176539,0.0813489,0.039627337,0.03023744,0.047027353,0.109900505,0.035345331,0.53411974,0.044797696,0.0001678
0.071671564,0.087384397,0.041644991,0.028341796,0.050992333,0.099361167,0.035684649,0.53814188,0.045895949,0.00016795
0.064724341,0.083883843,0.041129692,0.030716927,0.050469937,0.102072918,0.037152186,0.545307068,0.044070781,0.000167927
0.071843238,0.100412473,0.044057969,0.038010005,0.048723341,0.106059864,0.048595436,0.505345348,0.034927741,0.000167928
0.079694903,0.164085815,0.045589183,0.038931789,0.049677782,0.107175909,0.045987525,0.414182276,0.048885145,0.000168003
0.076826481,0.248172298,0.043457896,0.034677241,0.051968638,0.110528652,0.043629837,0.339826945,0.044410983,0.00016815
0.052365942,0.428643694,0.029107267,0.040017092,0.039603041,0.068952721,0.045186086,0.225225092,0.060900564,0.000169773
0.041421094,0.663060514,0.027016733,0.033026584,0.02946239,0.029682806,0.054375158,0.060089916,0.055642026,0.000170339
0.056916202,0.718909197,0.02737405,0.027962886,0.022516483,0.02269543,0.049372167,0.026911497,0.046249674,0.000169517
0.058396386,0.709495694,0.028403482,0.029096855,0.022700028,0.027399302,0.039281817,0.03023744,0.052407852,0.000169518
0.055606038,0.664975346,0.03240835,0.034043673,0.027026766,0.038829491,0.041963212,0.043955538,0.057390425,0.000172639
0.041682366,0.700757215,0.026234944,0.034116913,0.027298365,0.039233444,0.03202492,0.048279762,0.048898641,0.000173015
0.052338012,0.719271498,0.026190476,0.028568303,0.031448641,0.024734589,0.041969464,0.039493799,0.032595411,0.000173864
0.078741484,0.676647825,0.0355752,0.025086198,0.03432014,0.019437813,0.061838005,0.035517663,0.031681784,0.000173832
0.071982362,0.675167539,0.040759184,0.026180599,0.032331482,0.021551652,0.058617836,0.031883084,0.03993167,0.00017378
0.054453464,0.715884962,0.034552329,0.027911877,0.025450025,0.029107267,0.041315574,0.028501287,0.041272164,0.000173781
0.052701688,0.73159184,0.030434106,0.026866459,0.026017903,0.029096855,0.040139281,0.028152023,0.032860413,0.000173694
0.042038264,0.727187143,0.027293323,0.03474547,0.025411092,0.029656523,0.0340662,0.034643152,0.044513943,0.000173465
0.045400415,0.70362136,0.032035843,0.038931789,0.024015162,0.029835477,0.039986573,0.036817655,0.048286468,0.000173995
0.045030529,0.716014073,0.031497367,0.034472957,0.022672448,0.031638343,0.040531539,0.038487476,0.038907707,0.000173996
0.046604756,0.711013125,0.027876199,0.03555218,0.021587508,0.036589637,0.031622061,0.036835224,0.051975595,0.000173838
0.057793228,0.68109841,0.031448641,0.033159823,0.022884318,0.051524345,0.035990842,0.038212566,0.046184067,0.000173608
0.052610651,0.668663555,0.036607152,0.034973383,0.026304191,0.060629744,0.037879223,0.033176497,0.048239538,0.000173612
0.048575256,0.705593848,0.034904931,0.032838289,0.024917308,0.050696436,0.03365066,0.026686684,0.041526748,0.000173613
0.043814891,0.718624596,0.035087619,0.032183493,0.028336659,0.042805095,0.031464879,0.02781,0.039390765,0.000173452
0.041135881,0.725912528,0.030963454,0.030974195,0.031910336,0.032210873,0.036870375,0.033304468,0.036135727,0.000173337
0.037784251,0.718960949,0.025454894,0.033970513,0.029546261,0.029274116,0.036513789,0.038697306,0.048575256,0.000173339
0.039457419,0.718986825,0.02275984,0.025567003,0.025752766,0.035898268,0.031910336,0.057844595,0.039445296,0.000172339
0.050840836,0.475556039,0.065043055,0.044462448,0.04600716,0.077453703,0.031345899,0.112147724,0.074809795,0.000170704
0.093020532,0.105137588,0.209184521,0.044173346,0.118153572,0.119468454,0.046249674,0.176590774,0.059522717,0.000171372
0.102111922,0.043814891,0.281287023,0.050011635,0.163135328,0.129457656,0.048561805,0.125729629,0.050524799,0.000170303
0.110559091,0.0340662,0.221044604,0.060855385,0.181133781,0.143373437,0.055146427,0.138708964,0.041477012,0.000137595
0.090047614,0.029029221,0.120292627,0.066372905,0.099688504,0.118289981,0.045037005,0.34885231,0.050079905,0.000147915
0.074809795,0.027682915,0.053623453,0.057595313,0.047758148,0.09737988,0.035121926,0.557794915,0.045909026,0.000148657
0.07744521,0.028614745,0.042805095,0.043222826,0.041390045,0.093719915,0.036216989,0.596153829,0.039858524,0.000148664
0.074376382,0.032358924,0.039956067,0.034337103,0.039949967,0.081523076,0.035650068,0.620911103,0.040648358,0.000149794
0.085732369,0.038051665,0.042704132,0.030057282,0.042464823,0.073620939,0.037790183,0.607184714,0.042125909,0.000156019
0.095324301,0.040746862,0.043172084,0.028070156,0.04097511,0.067938753,0.039088505,0.594646756,0.04950788,0.000156042
0.085179258,0.036176346,0.040004883,0.026368574,0.043045359,0.075060414,0.03884152,0.605663752,0.048420681,0.000156049
0.068129794,0.02895128,0.039803708,0.027632163,0.049378949,0.091020945,0.037252251,0.615631985,0.041185413,0.00015606
0.065058623,0.030141995,0.040482403,0.026057298,0.053186201,0.10440661,0.035921401,0.605188843,0.038871598,0.000156044
0.071965987,0.040322915,0.040200446,0.025420822,0.058736114,0.115587134,0.036298343,0.572269533,0.037701247,0.000170373
0.080342352,0.068225414,0.040280029,0.027152337,0.059507827,0.121119633,0.039718515,0.523622364,0.037576914,0.000170939
0.087528797,0.153041222,0.03379637,0.033198735,0.055375994,0.11797531,0.044849385,0.409228209,0.051558987,0.000170116
0.075865211,0.367054489,0.027794735,0.042213645,0.05001846,0.084974527,0.044868776,0.214126491,0.062736735,0.000170118
0.075160779,0.543348227,0.026393358,0.04210712,0.049555423,0.062767314,0.038823478,0.099024765,0.055117765,0.00017362
0.084503694,0.530290458,0.035713479,0.051095755,0.051746253,0.07199055,0.035442934,0.076826481,0.060667322,0.000173623
0.084503694,0.530290458,0.035713479,0.051095755,0.051746253,0.07199055,0.035442934,0.076826481,0.060667322,0.000173625
0.06224087,0.548037294,0.03606035,0.047498403,0.041520529,0.073678913,0.036589637,0.091223613,0.061391071,0.000173613
0.063657347,0.444756457,0.040666819,0.049575806,0.055397541,0.090166703,0.0408825,0.135983315,0.074068759,0.000173499
0.108740134,0.283736335,0.033577923,0.046776206,0.06903288,0.111494607,0.048912139,0.224472606,0.066404358,0.0001735
0.17724542,0.139768003,0.040531539,0.042144702,0.077989698,0.171384579,0.044784779,0.235255195,0.059843302,0.0001725
0.177104119,0.060434528,0.051787914,0.048293174,0.087899365,0.18383232,0.04457191,0.27865498,0.059188142,0.000170865
0.158047982,0.03940288,0.046138169,0.063641949,0.073265312,0.179203704,0.048139049,0.32403917,0.062317029,0.000171018
0.134065751,0.031752438,0.047451857,0.093673208,0.050114058,0.155980161,0.041956961,0.35653669,0.085875398,0.000171686
0.116044102,0.029756461,0.046749809,0.101673559,0.047664825,0.139984861,0.04051311,0.382881775,0.093327938,0.000170617
0.102749204,0.041416569,0.052162405,0.049369531,0.057033925,0.111890906,0.036759196,0.468004888,0.078154062,0.000137211
0.105971994,0.055428313,0.05287513,0.030837417,0.070337943,0.115612047,0.037174001,0.464294308,0.065464079,0.000139855
0.139870253,0.091986806,0.050793143,0.029737508,0.085218829,0.134454553,0.0428277,0.351927037,0.067008006,0.000139981
0.190963776,0.201393058,0.042991301,0.030297738,0.091529565,0.115609406,0.052689022,0.199581414,0.070327345,0.000139992
0.168964016,0.289731298,0.035205232,0.031066039,0.080197778,0.090511155,0.046474524,0.158497949,0.096863167,0.000140108
0.143844619,0.30635786,0.045300229,0.031888601,0.092533293,0.115267986,0.051194433,0.134304791,0.073318556,0.00014211
0.128392552,0.239813559,0.038336738,0.036620122,0.083722358,0.136689416,0.049125442,0.218031334,0.061197571,0.000142117
0.146416098,0.131027174,0.038977209,0.032624106,0.076415976,0.141428992,0.050597629,0.313497456,0.057079775,0.000141869
0.125471117,0.091740203,0.04007605,0.041702933,0.069542811,0.119349998,0.041361723,0.401525121,0.061766102,0.000142878
0.20439395,0.064281449,0.047942985,0.051589055,0.087806084,0.160297663,0.04626944,0.272414722,0.057455392,0.000142885
0.22304538,0.048629068,0.044522792,0.064075117,0.075016592,0.206775908,0.043296966,0.226154662,0.060468381,0.000142384
0.250960433,0.039716243,0.045804319,0.048751899,0.070558029,0.243485624,0.040371565,0.203355957,0.051825292,0.000142371
0.249713395,0.043751168,0.04882046,0.039236715,0.081285708,0.230660224,0.043682491,0.211690453,0.048500613,0.000143209
0.18989165,0.041622419,0.050903086,0.03869449,0.088177748,0.234480405,0.048366962,0.268603942,0.036930994,0.000145999
0.147576568,0.035855969,0.056154397,0.036881958,0.09349138,0.237429229,0.049832056,0.309451066,0.031900164,0.000146006
0.093900305,0.030044385,0.044187821,0.042515151,0.069353573,0.193328937,0.042444971,0.432618422,0.048760462,0.000145394
0.097300841,0.026079961,0.040538297,0.041083544,0.069683418,0.200368661,0.04428963,0.425620417,0.052875669,0.000160107
0.099614188,0.02548752,0.039194725,0.038983927,0.06664174,0.202946935,0.04550851,0.431193913,0.048924179,0.000160161
0.103567542,0.029990971,0.045088955,0.034608023,0.06634959,0.204082527,0.048985337,0.41900694,0.046744865,0.000160162
0.118009466,0.035621798,0.04724177,0.035535238,0.071247783,0.220607212,0.053430834,0.368299779,0.047820319,0.000161355
0.122547675,0.040144938,0.055221279,0.043224002,0.083365912,0.234417316,0.058017306,0.304474942,0.055010842,0.000161275
0.102689257,0.043058992,0.061341093,0.05090751,0.088160906,0.215729815,0.052988682,0.314336679,0.062549027,0.000162274
0.07322687,0.036513178,0.044296429,0.052335475,0.062390923,0.161155081,0.037432863,0.465743918,0.062349275,0.000164619
0.068577493,0.03580124,0.039811325,0.047259667,0.051125616,0.128948298,0.032910474,0.54000171,0.054874395,0.000165431
0.064267528,0.039670827,0.040534729,0.041410751,0.043315782,0.110936527,0.035099986,0.568703777,0.05529222,0.000165432
0.060459283,0.046472778,0.040988511,0.03283616,0.041074634,0.103676322,0.035033485,0.583280149,0.055296037,0.000166611
0.061073639,0.048379441,0.038072394,0.027346289,0.041929237,0.117855101,0.034489073,0.587642944,0.042478788,0.000167962
0.070472329,0.069471844,0.037219249,0.028158751,0.04160997,0.11833311,0.037441182,0.551218629,0.043862366,0.000167944
0.070244562,0.165486955,0.038158363,0.034362767,0.048545472,0.113917108,0.04193142,0.428542452,0.05420098,0.00016792
0.055423227,0.302864099,0.033236819,0.039311883,0.046105896,0.096426594,0.04281557,0.327093367,0.054131017,0.000167922
0.042687819,0.448180108,0.029321844,0.046983595,0.043859717,0.075307143,0.040629121,0.221663766,0.046726898,0.000167997
0.03893048,0.594856716,0.025483227,0.045422271,0.0347622,0.058831813,0.039352473,0.117377994,0.041769648,0.000168143
0.035132952,0.663796098,0.021819858,0.03653683,0.028044988,0.051123911,0.03257976,0.088909577,0.041013035,0.000170367
0.040310786,0.646145688,0.022593211,0.032928477,0.03275433,0.055934308,0.033137093,0.097183419,0.038093381,0.000169544
0.051453287,0.52320527,0.029575863,0.039188735,0.045121839,0.084642952,0.033980983,0.144163665,0.04521644,0.000169545
0.056384938,0.464601839,0.03336928,0.040188285,0.046870945,0.085924667,0.03865824,0.18161717,0.050570406,0.000172067
0.051297579,0.485981128,0.030373051,0.037349436,0.041106323,0.076435298,0.041846884,0.183659158,0.050567185,0.000172443
0.043296111,0.527563762,0.028274188,0.033718732,0.035556247,0.065075623,0.043532438,0.174175152,0.046586961,0.000172411
0.043346484,0.51194469,0.030804939,0.03347428,0.037553487,0.065888078,0.043248725,0.182717701,0.049064484,0.000172358
0.048526014,0.432960414,0.038796772,0.038504813,0.049042586,0.088368944,0.043153849,0.210837753,0.046441128,0.00017236
0.045453074,0.360522386,0.039517112,0.045314212,0.047533482,0.090874475,0.043547528,0.274324956,0.050763601,0.000172272
0.043301666,0.355392547,0.037789855,0.041400311,0.042390957,0.085171462,0.042731998,0.298007055,0.05185899,0.000172044
0.043974331,0.289250672,0.037514485,0.037311113,0.042610897,0.084197301,0.042497349,0.365396044,0.054927113,0.000172205
0.050401028,0.30894629,0.045106955,0.030622145,0.046619424,0.079805953,0.046750438,0.345322133,0.042839526,0.000172206
0.056719228,0.21336304,0.039552785,0.038174461,0.047832143,0.10354671,0.040988144,0.403125441,0.054621709,0.000172048
0.058620521,0.181406811,0.038698056,0.037662668,0.054749423,0.100868362,0.043873122,0.434826899,0.047707615,0.00017183
0.048444672,0.172924383,0.036029053,0.029926573,0.047985826,0.072028578,0.041027218,0.495803068,0.054927293,0.000172833
0.049737233,0.178663946,0.045309897,0.030511568,0.047640116,0.075467134,0.041408414,0.474700613,0.055066089,0.000172834
0.077239454,0.180577027,0.042038279,0.033288807,0.050883841,0.106216668,0.040595259,0.416736318,0.049478788,0.000172823
0.131017136,0.147870207,0.046795006,0.036924699,0.062430743,0.145270574,0.035966937,0.342858375,0.046988927,0.000173574
0.153536339,0.092479458,0.050972112,0.039386884,0.075380697,0.156013957,0.030421783,0.343985282,0.05624019,0.000173459
0.098432506,0.114896969,0.04262818,0.037384807,0.068798503,0.141798061,0.032072012,0.39952644,0.059169585,0.00017346
0.062641537,0.154517239,0.036686506,0.039476013,0.065712245,0.144303394,0.03757808,0.400900915,0.053091482,0.000172461
0.056683489,0.259322131,0.038115974,0.040249987,0.061484128,0.129296731,0.042527987,0.303493377,0.058683978,0.000170825
0.057743235,0.299805988,0.035547567,0.039928227,0.056362812,0.119021634,0.042891462,0.281325851,0.061673409,0.000170978
0.06338231,0.260618186,0.033174291,0.044615074,0.055204267,0.127113977,0.037194977,0.327020456,0.050703309,0.000171647
0.064893868,0.282691215,0.032384571,0.043067651,0.04862277,0.108188577,0.037415408,0.331740496,0.049160622,0.000155872
0.065997251,0.24236645,0.026962746,0.039375776,0.041549851,0.099303553,0.043382135,0.390361289,0.04867148,0.000155883
0.063744043,0.223919613,0.028439112,0.034674643,0.03965416,0.091667139,0.045880796,0.423173786,0.045616457,0.000155866
0.059248863,0.264160449,0.033449657,0.036777165,0.039676045,0.082651939,0.042729376,0.382562973,0.055552869,0.000155966
0.063153049,0.227260828,0.031601985,0.037193143,0.03984043,0.091667092,0.041000528,0.413533308,0.049793346,0.000154521
0.058234592,0.214515038,0.02915001,0.039873806,0.043564709,0.097702664,0.039367101,0.426116302,0.049155415,0.000154528
0.060977906,0.305545517,0.029309392,0.044631363,0.041665279,0.102400028,0.042196943,0.317061006,0.0517777,0.000152997
0.050142959,0.49039619,0.027390409,0.040772239,0.029536293,0.073705212,0.035653712,0.190097197,0.057564573,0.000151437
0.040028631,0.568849868,0.025081924,0.036178641,0.02685099,0.059241074,0.032614944,0.153428484,0.054121754,0.000150874
0.033637421,0.671381427,0.026427179,0.030096566,0.02547364,0.043511466,0.037583366,0.092068133,0.037377587,0.000156716
0.036372181,0.657735901,0.02945525,0.036750541,0.026984465,0.044178062,0.039184888,0.080509631,0.044638143,0.00015673
0.03562133,0.623765392,0.033850912,0.039010652,0.035287211,0.05568754,0.039977698,0.093115222,0.040600636,0.00015676
0.040983154,0.571031493,0.032370676,0.044312013,0.040200763,0.074451314,0.040098027,0.109582235,0.043375165,0.000156658
0.041084055,0.583716056,0.032072435,0.039808886,0.041680887,0.079999084,0.038998846,0.102016903,0.038340136,0.000160027
0.039735237,0.661645402,0.031665624,0.03533108,0.031133043,0.055499828,0.038135082,0.0626132,0.041440507,0.00016008
0.042517633,0.648333811,0.029378395,0.042672232,0.028999646,0.052472249,0.035453375,0.062777122,0.055647912,0.000160082
0.040188379,0.657757418,0.030316248,0.045579936,0.026826119,0.048990787,0.037031992,0.059495202,0.053134941,0.000160001
0.036489459,0.676008903,0.030913429,0.041346897,0.024174525,0.046583285,0.033935944,0.054040923,0.055997781,0.000161001
